ID	Pc1.A	Pc1.R	Pc1.N	Pc1.D	Pc1.C	Pc1.Q	Pc1.E	Pc1.G	Pc1.H	Pc1.I	Pc1.L	Pc1.K	Pc1.M	Pc1.F	Pc1.P	Pc1.S	Pc1.T	Pc1.W	Pc1.Y	Pc1.V	Pc2.Hydrophobicity.1	Pc2.Hydrophilicity.1	Pc2.Hydrophobicity.2	Pc2.Hydrophilicity.2	Pc2.Hydrophobicity.3	Pc2.Hydrophilicity.3	Pc2.Hydrophobicity.4	Pc2.Hydrophilicity.4	Pc2.Hydrophobicity.5	Pc2.Hydrophilicity.5	Pc2.Hydrophobicity.6	Pc2.Hydrophilicity.6	Pc2.Hydrophobicity.7	Pc2.Hydrophilicity.7	Pc2.Hydrophobicity.8	Pc2.Hydrophilicity.8	Pc2.Hydrophobicity.9	Pc2.Hydrophilicity.9	Pc2.Hydrophobicity.10	Pc2.Hydrophilicity.10
1775|0	0.14836910188397	0.3976399661881755	0.2207701112836713	0.3587514308359658	0.6651604735680536	0.1407825659271941	0.216546285904318	0.3362751356918347	0.0765796957731945	0.0858589937544219	0.0812559383612197	0.1292407026640771	0.0	0.2381837108946032	0.0	0.1927180682854932	0.3188901607430807	0.1292407026640771	0.1599164446624557	0.1367862610208987	0.4557001808388907	0.3738819401844555	0.6607821017353033	0.4642884738598399	0.3965711747353877	0.46964364973559	0.3427492308784522	0.4798129156282393	0.3643255870211443	0.511736685654362	0.698340348427888	0.6365837095197411	0.3859036075577412	0.4626733923422667	0.4283669434330484	0.6319511512746435	0.4762203087167666	0.4636118087993578	0.4208789959891137	0.4995897349635173
1030|0	0.3092637995988898	0.2486548316075282	0.3834817053466449	0.3738946627129788	0.7798922059407848	0.0	0.1128434531135899	0.2336464148175968	0.1596243920480586	0.0	0.5928007901554644	0.2693921460816041	0.0	0.2482376670697733	0.2340684573774145	0.4017057547193341	0.1107836037668085	0.134696073040802	1.0	0.2851202728808804	0.3489306639081413	0.3122323755271097	0.5530279508595691	0.4455311869988345	0.4517821645518456	0.5087677715112333	0.316703556269168	0.423942307341516	0.3929625736095564	0.5176000158944178	0.7292248799631632	0.7376840254388705	0.439555601224483	0.4207410226988823	0.4042041620116444	0.5189151817246537	0.4506212151161283	0.4711554491345713	0.4354189152647672	0.5121407015279655
5115|0	0.2351418545302256	0.0	0.2332574313335761	0.2526955506113741	0.0	0.8924735195480955	0.3431920434417292	0.0592159523744286	0.0	0.1814307944457994	0.3434079251495012	0.0	0.5172472453131562	0.2516559885109931	0.0	0.1018093466512822	0.1123091336050551	0.0	0.1689617262638999	0.0	0.4296265187550562	0.4188114337558291	0.5491099084044103	0.3838422212223082	0.3965354122475023	0.3332528127397866	0.2782129367078577	0.4131101109587512	0.45052796472134	0.5327940723304038	0.7385494361648446	0.7141061446546672	0.452574426942367	0.4563696862505204	0.4247724751536739	0.5580274881828794	0.3623141496438877	0.4123577979047529	0.433944040020784	0.5380336226235676
2194|0	0.0	0.0	0.0	0.0	0.1689640650254774	0.1430463508823771	0.0	0.1708412214835949	0.0	0.174479214327638	0.2476876037926504	0.3282972358795361	0.0	0.0	0.0	0.0979084882981789	0.2160119449742225	0.0	0.0	0.6949289267821306	0.5240995762468074	0.4067443690878664	0.4623932942326502	0.3414027773183672	0.3974223011650736	0.3750705557422298	0.4293206517094547	0.5615306831389425	0.4508370162580412	0.5661395053374909	0.4940878372561552	0.5240629313703958	0.4339718449670832	0.4246235124902104	0.5528471749361862	0.6516655695320798	0.4493359603581054	0.4215209436236148	0.4181122406827615	0.5017817497334724
2160|0	0.1084473775996551	0.0	0.2689457049691927	0.0874073541149876	0.0	0.0	0.3165602074431061	0.0819311571719451	0.0559743712034938	0.0	0.0593923756212044	0.2361646580232183	0.0	0.0	0.0	0.1408633526539601	0.233086277639967	0.0	0.0	0.0	0.4908757460944601	0.4662709278509693	0.6428848694601922	0.6288625447419496	0.4511384097801099	0.5908467009681376	0.3738637657538357	0.5696332280044905	0.5416950229230004	0.7211674018443641	0.7212837707763617	0.7716802358031923	0.4781568892645318	0.5256095495517026	0.4990346670144505	0.6981984200549771	0.4278430626818447	0.4943195014380823	0.4523974104304608	0.5994970205714293
4034|0	0.1670414899551972	0.2686099932171258	0.2485542330453606	0.1346335428995703	0.187217882890138	0.1585001814635574	0.1218994176766311	0.1892978355587089	0.0	0.289993281498905	0.2744462190418961	0.2182586461237775	0.0	0.2681593501995245	0.0	0.1084859073045797	0.1196742603551736	0.1455057640825184	0.0	0.1540009379055227	0.3438533953839686	0.2870418592378843	0.5701326588383696	0.4267133900387661	0.3419569426649309	0.5193527745089146	0.4029565174751701	0.4918341837140716	0.2919821766705909	0.4748621580319919	0.625671467671489	0.5788791549066976	0.3580921032418073	0.3755132359047239	0.5811239700803272	0.6481229876104648	0.2875657038059607	0.3933300034271272	0.4004356327999426	0.5170425477797741
1077|0	0.3153339788952038	0.0845117959964	0.0	0.2541556040159035	0.1767110672561584	0.1496050259427188	0.0	0.2977904855603434	0.0	0.1824790861489029	0.5180881604111501	0.4120195966220766	0.0	0.2531100354141013	0.0	0.3071927771979114	0.1129580462292904	0.0	0.0	0.290716566982051	0.3980437009005974	0.3076986803371421	0.4759948549775288	0.3837004703767969	0.4109580354331455	0.4517830865809462	0.4596203437293821	0.5842565236761647	0.4109476525193249	0.5698514688684454	0.4822326173489167	0.4934859574271508	0.4285825101727295	0.454533694551274	0.5428062434262373	0.6531285886955867	0.4187869462186488	0.4568481286521252	0.3644960584052569	0.4584474529055369
4100|0	0.3867552831946624	0.0	0.1534623329273445	0.1246881455034674	0.173388073431819	0.0	0.0	0.2337525063001822	0.0	0.0	0.5083456820013854	0.3368930857195052	0.2552264953966766	0.3725255759710862	0.0	0.1004720391645601	0.2216678142283865	0.0	0.0	0.1426248685110963	0.4114417299001967	0.3082452015993432	0.4813554610445968	0.323180448607757	0.479364864545109	0.5423905656818783	0.3445056598592546	0.4547882545863289	0.484949793780035	0.5709165655808354	0.5581886071113278	0.5584198018029976	0.4113086198856922	0.379355218847963	0.6121345063681469	0.7241935208841748	0.3772703843189178	0.4221709619660399	0.4044859179518127	0.4851056540263752
2006|0	0.1481026420858684	0.0	0.0	0.0	0.0	0.0	0.1080786924941827	0.2237808071507707	0.0	0.0	0.4055500438991099	0.2580171920775367	0.0	0.1188779753917166	0.056046257291542	0.0961859805321436	0.0	0.0	0.1596292467013114	0.1365406031377418	0.447963055869134	0.3867465443301746	0.6362249679389127	0.4520438592488746	0.4468902528444948	0.450152120070833	0.3891051990139507	0.5553473918064741	0.4629947943049665	0.5614624300639277	0.6366156336734964	0.4914672841251981	0.3823362260633303	0.3799405861660926	0.5163327849395155	0.6340348056052026	0.4723934379798804	0.4616410543404568	0.3879871216351279	0.4747384815255896
1401|0	0.2197908981033277	0.314162968544485	0.0	0.2361986220043594	0.1642258125310214	0.1390349078054776	0.0	0.2214004372878935	0.0	0.0	0.0802472367533223	0.0	0.2417396869136231	0.1176134632399142	0.166350269677108	0.570977066941232	0.1049771653352708	0.0	0.157931260833267	0.1350882125556078	0.4017402088446657	0.3635448910291814	0.7900303874339779	0.6076062382329256	0.3494934022714984	0.4186577471351622	0.3895502859463874	0.5364658165736184	0.4073566073720983	0.5583122539627328	0.6896828810522404	0.6866167325170406	0.3899956745069808	0.4195096378572698	0.414775759527869	0.5839875664149006	0.3788451261757905	0.4252045127747211	0.4089730292765951	0.5370707768988248
