ID	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10
3053|0	0.0722351082246666	0.0768928707310858	0.0	0.0856602604497109	0.0	0.0	0.1090274610363795	0.0760369560259648	0.0	0.1736813690046088	0.0802612313607407	0.0688033615753212	0.0	0.0	0.0536591723069925	0.0722351082246666	0.1831677007076244	0.2605530520141696	0.2955208495913851	0.5263128882552865	0.4835617047729701	0.5350735177602648	0.6123628027496565	0.6029575608604977	0.4617911316965599	0.3655969351464387	0.4757487110885065	0.6244365015751898	0.3979045590774646	0.3247027593063367
1822|0	0.0	0.0809934072379694	0.0745173167360803	0.090228343573979	0.0	0.0	0.0	0.0800918483858455	0.0	0.091471717180611	0.169082791036785	0.0	0.2011770558938851	0.0	0.0	0.0760872559665532	0.0	0.0	0.0	0.1108760114891092	0.5930578441470606	0.4035863099862597	0.5280413596308975	0.552279505593248	0.6660974499185925	0.1649541960043337	0.5874046229155326	0.6884197181820164	0.4994146961517487	0.0738361095987557
1027|0	0.0	0.0	0.0	0.0846054940294864	0.0	0.0734215674859802	0.1076849656461043	0.0	0.0	0.0857713830848038	0.1585458903589708	0.2038684811279631	0.0	0.0	0.0529984471026874	0.0	0.0	0.1286723830328003	0.1459409961190298	0.0	0.6713184570325281	0.4671762494381236	0.6466352115773913	0.320556510980459	0.646594361621164	0.57896719023251	0.488282597912605	0.4552727562375532	0.4021055561334031	0.2917591355590969
1311|0	0.183283112331435	0.0975506579145653	0.0897506787469104	0.2173469317650048	0.0	0.0	0.0	0.0482323979819565	0.0	0.2203420376013152	0.5091197564762086	0.0	0.4846062125057424	0.166679831958548	0.1361501401086843	0.3665662246628701	0.1161884680779861	0.0	0.0	0.1335420775165882	0.3401296089883293	0.3249024106564286	0.3456102899715315	0.419150798791385	0.3838782222525018	0.3339077659619562	0.4571886125097037	0.4275888123540537	0.2663483907232273	0.3185115291049166
2612|0	0.264284918689685	0.3516577082188496	0.1294159103544592	0.0783508031076726	0.0	0.0	0.0498620310523445	0.208645988439225	0.0	0.1588610012963958	0.0734124774138014	0.1258646333231452	0.0	0.1201719167577121	0.0	0.1321424593448425	0.0	0.0	0.4054557348819886	0.1925608783546937	0.4714705889243585	0.3662157157880684	0.6279683722901245	0.46389500395839	0.6541223523541991	0.4892545218196075	0.5792358888100864	0.5360698104860984	0.5003640520894312	0.5080862977481407
1532|0	0.0644670531641831	0.1372478537707749	0.063136878293901	0.0	0.0	0.0	0.048651405803446	0.067860055962298	0.0	0.0775019677026303	0.0	0.0614043513959339	0.0	0.0	0.0	0.0644670531641831	0.0	0.0	0.0	0.2818283943809094	0.8472206895383417	0.4470557476553547	0.6989457556073423	0.2795895987136845	0.3546490771108944	0.6694426513264745	0.4086838708469321	0.724977325886038	0.057985407240112	0.8625367238725046
2729|0	0.4121942061601858	0.0877545464784246	0.0	0.0	0.0	0.2545125970060209	0.2488567615169983	0.0	0.0	0.0	0.3663948499201652	0.157044670951333	0.4359416872033096	0.0	0.0	0.0	0.2090414670731648	0.0	0.0	0.0	0.4545121146200216	0.374902467188731	0.3560521852732914	0.3764778614046637	0.4036513441657499	0.4996857261393547	0.5075698042098976	0.3783725009118054	0.2622818066694695	0.5229364799758893
3902|0	0.0	0.0751867536539418	0.0691749529678003	0.1675192209402368	0.0	0.0	0.0533041670607247	0.0371749150926719	0.0	0.2547415289896896	0.0	0.0672767364274697	0.1867540860193358	0.0	0.0	0.0706323386760767	0.0	0.0	0.1444818817828868	0.2058539737060279	0.6095158771297636	0.4230514990852141	0.5888443683776515	0.6268837815575065	0.4852067331934106	0.3302064078525101	0.5899621542100251	0.3738412232843311	0.5035978069010367	0.442354704870957
1971|0	0.0	0.0	0.0817758859547613	0.0990172896338355	0.0	0.0	0.0630140722827871	0.0878934205683189	0.1382039624244576	0.2007635551006365	0.0927763883776699	0.0795318896430938	0.0	0.1518695024874139	0.062026262562587	0.0834987495399029	0.1058645466247339	0.0	0.0	0.1216762018252071	0.546149540393571	0.3664703153756397	0.3265542410162059	0.553114189831202	0.4211703639357804	0.1911626669744064	0.4716151895181168	0.4066021947470454	0.3108005236189325	0.5353776938972474
2623|0	0.0	0.0728685435200095	0.0670421028420676	0.0	0.0	0.0704463491088506	0.0516606560131571	0.036028712328119	0.0	0.1645914409957218	0.3042424596596721	0.2608096537224159	0.3619919090342615	0.1245067624209826	0.0	0.1369091068468524	0.0	0.3703748064569963	0.0	0.0997534706100332	0.5351271564531543	0.3382416936476009	0.5032766059665944	0.5156572030855467	0.5600738434529713	0.3794101816447717	0.5678029489421172	0.6399942271522061	0.5040273423548636	0.5072575317684859
