ID	Xc1.A	Xc1.R	Xc1.N	Xc1.D	Xc1.C	Xc1.Q	Xc1.E	Xc1.G	Xc1.H	Xc1.I	Xc1.L	Xc1.K	Xc1.M	Xc1.F	Xc1.P	Xc1.S	Xc1.T	Xc1.W	Xc1.Y	Xc1.V	Xc2.lambda1	Xc2.lambda2	Xc2.lambda3	Xc2.lambda4	Xc2.lambda5	Xc2.lambda6	Xc2.lambda7	Xc2.lambda8	Xc2.lambda9	Xc2.lambda10
1182|0	0.3737620247003679	0.32033270676365	0.0736798666238927	0.1095738064329972	0.0	0.3096846540573235	0.0567755199105093	0.1661366108293446	0.0577758624815926	0.3110469201631365	0.0802371600396059	0.1656781522734493	0.0	0.1368340380158007	0.0	0.0	0.3236845368740447	0.135681734232428	0.0	0.2903787075700305	0.5814548253018649	0.5150015508382986	0.4896253969060152	0.4794885247454674	0.5780261991799607	0.3765653344721846	0.3855637478102354	0.5385168194529936	0.4090082012366149	0.3073376885066636
2807|0	0.1612149360659505	0.161197452744137	0.0741541938585898	0.0	0.0	0.0	0.0	0.0836030723924608	0.0	0.0	0.1615074020318656	0.0	0.0	0.0	0.1364453028502184	0.0843872515768832	0.0	0.0	0.0	0.0	0.789139837705959	0.4787523499102552	0.614620833702332	0.7129816421962851	0.2089382760827635	0.5032327214072088	0.5799529241055242	0.4288406486281987	0.3607922638183342	0.167793483620129
5281|0	0.1173401050648551	0.0879955348869454	0.0	0.0	0.2690875539027866	0.2552115304306962	0.2495401630877918	0.3194645984592912	0.1904526568262095	0.0854447252396461	0.4408236603016627	0.0910237220274837	0.0	0.0	0.0	0.2763952362919887	0.1778325681734407	0.1490873273453163	0.1915010961626557	0.2127124218279941	0.4823452641021878	0.3394346538593171	0.5484101613368599	0.4892153111301342	0.5304822410781002	0.3714963492555006	0.54118442870553	0.4135621480576719	0.2565153945012242	0.2889065782486231
3989|0	0.1980643658733764	0.148532164748262	0.0	0.0508072835697305	0.0	0.0717974329271184	0.2632572540661008	0.1155515652759859	0.0	0.144226522657889	0.0	0.0768217983648621	0.0	0.0	0.0	0.0	0.0750431722117489	0.0	0.1616222482268481	0.0	0.6449819075912229	0.4133471225782646	0.5595032771119774	0.772392890550991	0.5098239675175347	0.3836479902739778	0.4688226000692114	0.5639018929221447	0.3123199666667393	0.4271665570946623
1255|0	0.1043017567330098	0.0782178341181512	0.0719636735650262	0.2140431029190965	0.0	0.0	0.0	0.0811334315380381	0.0	0.1519009198285389	0.1567364615994714	0.0809095415978733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1890766951617287	0.6478128187969671	0.494262872102109	0.5075337427856492	0.5362351624942062	0.7048974433409544	0.2057227199541134	0.4522717834815569	0.7058395655063618	0.3902246166024812	0.223429471034369
2810|0	0.0	0.1638661857114965	0.0	0.0560524771119082	0.1670325323405621	0.0	0.0580870307220094	0.0849871778585716	0.0	0.0	0.0	0.0	0.0	0.0	0.1387042472178797	0.1715686793206262	0.0	0.0	0.0	0.0	0.6156826111916633	0.3483369673596168	0.433897386713899	0.6744443813039063	0.5256659625303713	0.152222160500765	0.5818409121030821	0.4240322602549151	0.1384492186371338	0.6234662909991223
3936|0	0.1504479662312469	0.0	0.0692017000768376	0.102914052868207	0.0766692024586507	0.0	0.0533247775896423	0.1560390435162162	0.0	0.0730354731395963	0.1507208994397789	0.233412674213378	0.3821059186974384	0.0	0.0	0.1575026568306669	0.0760028528370193	0.3823055242290397	0.0	0.0909099556895087	0.632879852782954	0.2939448783810146	0.6188231967841797	0.6155860040738744	0.5264205082044378	0.3252167791583536	0.6301572863508321	0.6336596896158632	0.443817464196747	0.3143938195375546
882|0	0.0698320074311947	0.2618416287739294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050850275654632	0.0524690191900165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1898856586193172	0.7264319904547144	0.7805284268160773	0.6270478511101427	0.4050170217105019	0.5274837754778613	0.8216490535822089	0.7282562640002684	0.0030606082336123	0.6377705492700534	0.7325655717311003
3176|0	0.0	0.0	0.0	0.1673636331531784	0.0	0.0788356732964766	0.1734384812522486	0.0422929951559747	0.0	0.0	0.0817031189921164	0.0	0.2071328227138304	0.2786680805915441	0.0	0.0	0.0	0.0	0.0	0.1971226805274128	0.6260651050086459	0.3343773945089955	0.4522641093356661	0.6600189084410847	0.4841136374039168	0.3027639295457666	0.5525119230117156	0.4517391579311915	0.5500205952805806	0.2291799391879994
899|0	0.0	0.0963061349089244	0.0	0.1976563034995978	0.0	0.2793145823995445	0.5462151833591091	0.0499479900678626	0.0	0.0	0.0	0.0	0.0	0.1645533789967399	0.2445544799924291	0.2016659667161461	0.2919415284602015	0.0	0.2095871162774613	0.4656034245303503	0.2711335146459618	0.3445775833888528	0.5283543736697973	0.5116385807710682	0.3891789967092903	0.3635046545496928	0.3544615028244946	0.4008190575120269	0.2996496692920282	0.2650361548181717
3920|0	0.1060166991737372	0.2385117043891813	0.0	0.1087812131030264	0.0	0.0	0.0563648387463552	0.2474023124937154	0.0	0.4631954808651708	0.1593135419711321	0.0822398663315322	0.2019449444041602	0.2716885199793873	0.0672959387895523	0.083240964666559	0.0803357976921718	0.0	0.0	0.0	0.5613709410093211	0.340829771406652	0.5541065938582139	0.6341371611574579	0.4357639872158419	0.3712399951729002	0.5136455896405757	0.4844327490758587	0.4669145445732219	0.354488486008036
2009|0	0.0462663933499256	0.069392063827901	0.0	0.0	0.0	0.0	0.0983919635630388	0.0	0.0	0.0673805305599275	0.0	0.1435601007914626	0.1762602364655826	0.2371333578953634	0.0	0.0	0.0	0.0	0.0	0.0838710394308051	0.7448093197551275	0.6302898434287723	0.3069382165761685	0.4784495257899633	0.9295657955964836	0.4340156875185035	0.2583043032618252	0.7509440809635122	0.7280392203549374	0.0442184447597348
5129|0	1.0	0.0	0.1149927476760815	0.0855063510047905	0.0	0.120831819175757	0.0886100007288884	0.0648226789903791	0.0	0.0	0.1252267671137147	0.0	0.0	0.0	0.5289727885169425	0.3925842122765304	0.5051770039895306	0.0	0.0	0.1510654446962995	0.1375162377376757	0.1509479527455626	0.1432529288341317	0.3050417828908983	0.2794465663736926	0.1744924511061734	0.2137228919386204	0.2588398835504809	0.1601731963437638	0.1738375139700518
4428|0	0.0	0.1822390504913586	0.0	0.0	0.0	0.0	0.0	0.0945160377636087	0.0	0.0589854383603056	0.0	0.1885104363055463	0.1542995762576659	0.3113825673916816	0.0514186421934306	0.0	0.0	0.0	0.1321998060377878	0.0	0.6750706469891087	0.5164717022008567	0.7770109615077474	0.6044926680345564	0.4301776921534151	0.3872375290794296	0.8595617421186714	0.7908468399014682	0.4134301390682083	0.4122063120857037
1764|0	0.2082825177869107	0.1041299650568684	0.0	0.0	0.0	0.1006686221067975	0.0738236562116515	0.2700286157961768	0.150248748611926	0.2022229028990888	0.6259811123702307	0.0	0.5289934108198912	0.0	0.2644218821593724	0.4360982836071829	0.1052195383189876	0.0	0.4532275979091225	0.2517143293755568	0.3363373258501106	0.2309329805650932	0.2809194014607521	0.5301491135626124	0.4214443638971235	0.3287636150295506	0.3865528008272114	0.3417402663545174	0.2381096546188971	0.1914783463982481
4231|0	0.0574016212891203	0.0	0.3960462091858686	0.058898438138299	0.1755133007503425	0.0	0.1220725849024401	0.4465112244422354	0.0	0.5851820278588942	0.1725172670669358	0.6233906901791078	0.2186819116287232	0.2942057553952167	0.0728733496288788	0.0901398811087401	0.1739878744018769	0.0	0.0	0.4162272694238182	0.51268859321935	0.4663363298249267	0.4579620915435078	0.4291677698942975	0.4325243997952107	0.48923870821501	0.4392466689467371	0.3156966978327272	0.3298238253043997	0.3800405730058848
4581|0	0.3535010718035026	0.0	0.5691008337437438	0.0604531734523999	0.1801463052135547	0.0	0.0	0.4124679570049212	0.1275025245416652	0.1716082887743351	0.0	0.2742198268739835	0.0	0.0	0.0	0.0925192932085915	0.267870918541172	0.4491433681583951	0.3846132727176737	0.2136071864504585	0.5263282616541856	0.4022161968959653	0.4677120348084205	0.5315645231361544	0.4698395635518094	0.2995662723308666	0.4885229980438635	0.4435371844778201	0.3325103030741853	0.2681136372404144
3543|0	0.1222080713438387	0.1832922273157905	0.0843182514721357	0.0	0.0934169693215435	0.2657992244118612	0.0	0.0	0.0	0.1779789624744235	0.3672893205501871	0.0	0.0	0.156591038448252	0.0775736931336334	0.3838156753788398	0.0926050610172289	0.0	0.1994457019561563	0.3323054995746138	0.3583157814000772	0.4590868231013545	0.4562309861756158	0.391368498804802	0.4866627317814987	0.425177368096166	0.4562575629031581	0.4188986353853879	0.2530866815556558	0.266466337661657
